Location,Stake,Ward,AdultVolunteer,YouthVolunteer,Bags,RouteTime,MultiRoute,CompletedRoutes,RouteDoors,OverallTime,Neighbourhood,ID,Latitude,Longitude
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,0,27,40,No,1,23,40,Silver Berry,27,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,0,31,58,No,1,27,60.10972569,Silver Berry,35,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,1,0,11,20,No,1,29,13,Silver Berry,37,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,3,22,40,No,1,118,40,Silver Berry,112,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,3,25,40,No,1,118,48,Silver Berry,113,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,1,1,14,45,No,1,150,45,Silver Berry,168,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,0,17,60,No,1,153,55,Silver Berry,175,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,0,24,40,No,1,167,50,Silver Berry,209,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,4,0,26,50,No,1,168,50,Silver Berry,211,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,0,17,40,No,1,170,40,Silver Berry,217,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,0,30,55,No,1,174,55,Silver Berry,226,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,3,31,50,No,1,180,50,Silver Berry,235,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,2,17,37,No,1,186,37,Silver Berry,244,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,0,20,30,No,1,186,30,Silver Berry,246,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,3,0,24,35,No,1,194,40,Silver Berry,254,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,2,17,37,Yes,2,197,37,Silver Berry,261,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,0,20,30,No,1,198,30,Silver Berry,263,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,3,21,32,No,1,202,32,Silver Berry,287,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,3,4,33,30,Yes,3,206,30,Silver Berry,294,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,2,36,35,No,1,216,35,Silver Berry,313,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,0,24,60,No,1,220,60,Silver Berry,321,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,1,25,45,No,1,230,45,Silver Berry,330,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,0,17,60,No,1,235,78,Silver Berry,334,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,0,38,90,No,1,243,90,Silver Berry,348,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,1,2,24,30,No,1,244,28,Silver Berry,349,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,3,0,35,30,No,1,250,20,Silver Berry,355,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,1,0,29,69,No,1,266,60,Silver Berry,372,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,6,0,20,30,No,1,300,30,Silver Berry,409,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,1,2,29,45,Yes,2,339,45,Silver Berry,431,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,2,29,45,No,1,342,45,Silver Berry,432,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,2,60,80,Yes,2,366,100,Silver Berry,437,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,3,1,40,100,Yes,2,419,100,Silver Berry,452,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,0,28,90,Yes,2,460,90,Silver Berry,457,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,1,3,77,120,Yes,2,472,120,Silver Berry,461,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,4,59,105,Yes,2,492,105,Silver Berry,463,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,2,85,90,Yes,3,585,90,Silver Berry,470,53.46463359,-113.3927011
Gateway Stake Centre,Gateway Stake,Silver Berry Ward,3,5,66,115,Yes,3,654,127,Silver Berry,474,53.46463359,-113.3927011
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,4,0,14,45,No,1,13,45,Southgate,9,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,1,0,17,30,No,1,13,35,Southgate,10,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,2,3,15,45,No,1,13,35,Southgate,11,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,5,1,6,15,No,1,40,60,Southgate,46,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,4,0,8,45,No,1,80,60,Southgate,64,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,2,0,20,45,No,1,95,89,Southgate,72,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,2,5,15,25,No,1,115,84,Southgate,106,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,1,4,30,30,No,1,130,30,Southgate,126,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,1,2,31,60,No,1,143,55,Southgate,146,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,2,0,22,30,No,1,145,45,Southgate,152,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,2,3,20,45,No,1,147,45,Southgate,159,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,2,2,9,60,No,1,150,60,Southgate,171,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,4,5,34,55,No,1,157,55,Southgate,183,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,5,3,55,90,Yes,3,200,90,Southgate,275,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,2,1,25,45,Yes,2,256,50,Southgate,361,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,2,3,60,90,Yes,2,257,90,Southgate,363,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,2,0,12,60,No,1,180,60,Southgate,490,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,2,4,45,90,Yes,2,180,65,Southgate,493,,
Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,2,0,58,75,Yes,3,180,70,Southgate,497,,
Parkland (Spruce Grove/Stony Plain),Edmonton North Stake,Stony Plain Ward,2,5,20,20,No,1,115,150,Stony Plain,108,,
Parkland (Spruce Grove/Stony Plain),Edmonton North Stake,Stony Plain Ward,2,0,140,30,No,1,130,60,Stony Plain,125,,
Coronation Park Chapel,Edmonton North Stake,Stony Plain Ward,1,0,30,47,Yes,2,155,60.10972569,Stony Plain,179,,
Parkland (Spruce Grove/Stony Plain),Edmonton North Stake,Stony Plain Ward,2,0,29,60,Yes,3,240,120,Stony Plain,346,,
Coronation Park Chapel,Edmonton North Stake,Stony Plain Ward,1,2,31,45,Yes,2,453,69,Stony Plain,456,,
Parkland (Spruce Grove/Stony Plain),Edmonton North Stake,Stony Plain Ward,1,0,16,30,No,1,180,30,Stony Plain,501,,
Londonderry Chapel,Bonnie Doon Stake,Strathcona Married Student Ward,1,5,25,45,No,1,25,60.10972569,Strathcona Married Student,33,,
Bearspaw Chapel,Bonnie Doon Stake,Strathcona Married Student Ward,2,1,10,30,No,1,90,45,Strathcona Married Student,69,,
Londonderry Chapel,Bonnie Doon Stake,Strathcona Married Student Ward,2,0,16,30,No,1,110,35,Strathcona Married Student,95,,
Bonnie Doon Stake Centre,Bonnie Doon Stake,Strathcona Married Student Ward,2,0,14,45,No,1,110,35,Strathcona Married Student,96,,
Bearspaw Chapel,Bonnie Doon Stake,Strathcona Married Student Ward,2,0,11,38,No,1,158,43,Strathcona Married Student,185,,
Bearspaw Chapel,Bonnie Doon Stake,Strathcona Married Student Ward,1,0,13,60,No,1,180,61,Strathcona Married Student,496,,
Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,1,3,50,60,No,1,38,65,Terwillegar Park,41,53.44582704,-113.5824764
Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,4,0,25,60,No,1,100,60,Terwillegar Park,88,53.45265895,-113.5730845
Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,3,1,19,40,No,1,150,50,Terwillegar Park,162,53.45185324,-113.5705516
Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,3,1,34,60,No,1,150,96,Terwillegar Park,170,53.44771516,-113.5728601
Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,1,1,24,90,No,1,170,90,Terwillegar Park,218,53.4453081,-113.5840886
Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,2,4,29,40,Yes,3,174,40,Terwillegar Park,224,53.45189144,-113.5767651
Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,3,0,60,90,No,1,250,90,Terwillegar Park,354,53.44530738,-113.5832579
Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,2,4,39,80,Yes,3,262,80,Terwillegar Park,368,53.45367147,-113.5681793
Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,3,3,40,60,Yes,2,280,60,Terwillegar Park,387,53.45272043,-113.5771589
Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,2,0,44,70,Yes,1,285,75,Terwillegar Park,394,53.44634105,-113.5862506
Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,2,1,80,60,Yes,2,300,80,Terwillegar Park,407,53.45310069,-113.5761974
Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,2,0,70,90,Yes,1,312,108,Terwillegar Park,419,53.45352916,-113.5775461
Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,1,1,125,150,Yes,3,650,170,Terwillegar Park,473,53.45075531,-113.5686765
Gateway Stake Centre,Gateway Stake,Wainwright Branch,2,0,23,30,No,1,137,30,Wainwright,136,53.45200027,-113.5683007
Bearspaw Chapel,Gateway Stake,Wild Rose Ward,1,7,6,60,Yes,2,315,60,Wild Rose,422,53.47199344,-113.3815115
Bearspaw Chapel,YSA Stake,Windsor Park YSA Ward,1,2,50,60,Yes,2,110,58,Windsor Park YSA,97,,
Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,1,1,15,15,No,1,8,15,Woodbend,4,53.54690533,-113.5438363
Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,1,3,10,30,No,1,10,30,Woodbend,5,53.54851347,-113.5336304
Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,2,0,15,40,No,1,80,88,Woodbend,63,53.54851347,-113.5336304
Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,3,16,25,45,No,1,100,45,Woodbend,83,53.54851347,-113.5336304
Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,2,0,20,60,No,1,137,60,Woodbend,137,53.54851347,-113.5336304
Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,2,3,25,45,No,1,150,75,Woodbend,167,53.54684772,-113.54248
Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,2,0,20,70,No,1,160,75,Woodbend,192,53.54851347,-113.5336304
Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,2,1,35,30,No,1,179,65,Woodbend,233,53.54851347,-113.5336304
Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,2,2,65,80,Yes,2,200,80,Woodbend,265,53.54851347,-113.5336304
Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,1,2,40,30,No,1,220,30,Woodbend,323,53.54851347,-113.5336304
Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,2,2,54,90,No,1,350,100,Woodbend,434,53.54851347,-113.5336304
Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,1,5,70,60,No,1,350,60,Woodbend,435,53.54851347,-113.5336304
Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,2,3,88,40,No,1,380,15,Woodbend,441,53.54851347,-113.5336304
